code_dep_com;COM;Code postal;PTOT;CODDEP
56177;Pluvigner;56330;7817;56
56178;Pontivy;56300;15998;56
56179;Pont-Scorff;00000;3929;56
56180;Porcaro;00000;745;56
56181;Port-Louis;56290;2754;56
56182;Priziac;00000;1148;56
56184;Questembert;00000;8136;56
56185;Quéven;00000;9008;56
56186;Quiberon;56170;4749;56
56188;Quistinic;00000;1439;56
56189;Radenac;00000;1083;56
56190;Réguiny;00000;2016;56
56191;Réminiac;00000;421;56
56193;Riantec;56670;5965;56
56194;Rieux;00000;2939;56
56195;La Roche-Bernard;00000;712;56
56196;Rochefort-en-Terre;00000;654;56
56197;Val d'Oust;00000;2833;56
56198;Rohan;00000;1680;56
56199;Roudouallec;00000;719;56
56200;Ruffiac;00000;1419;56
56201;Le Saint;00000;590;56
56202;Saint-Abraham;00000;543;56
56203;Saint-Aignan;00000;645;56
56204;Saint-Allouestre;00000;640;56
56205;Saint-Armel;00000;891;56
56206;Saint-Avé;56890;12198;56
56207;Saint-Barthélemy;00000;1177;56
56208;Saint-Brieuc-de-Mauron;00000;314;56
56209;Sainte-Brigitte;00000;186;56
56210;Saint-Caradec-Trégomel;00000;486;56
56211;Saint-Congard;00000;812;56
56212;Saint-Dolay;00000;2581;56
56213;Saint-Gérand;00000;1174;56
56214;Saint-Gildas-de-Rhuys;00000;1555;56
56215;Saint-Gonnery;00000;1131;56
56216;Saint-Gorgon;00000;397;56
56218;Saint-Gravé;00000;721;56
56219;Saint-Guyomard;00000;1411;56
56220;Sainte-Hélène;00000;1292;56
56221;Saint-Jacut-les-Pins;00000;1830;56
56222;Saint-Jean-Brévelay;00000;2976;56
56223;Saint-Jean-la-Poterie;00000;1528;56
56224;Saint-Laurent-sur-Oust;00000;391;56
56225;Saint-Léry;00000;210;56
56226;Saint-Malo-de-Beignon;00000;555;56
56227;Saint-Malo-des-Trois-Fontaines;00000;598;56
56228;Saint-Marcel;00000;1154;56
56229;Saint-Martin-sur-Oust;00000;1313;56
56230;Saint-Nicolas-du-Tertre;00000;481;56
56231;Saint-Nolff;00000;3970;56
56232;Saint-Perreux;00000;1115;56
56233;Saint-Philibert;56470;1538;56
56234;Saint-Pierre-Quiberon;56510;2095;56
56236;Saint-Servant;00000;830;56
56237;Saint-Thuriau;00000;1942;56
56238;Saint-Tugdual;00000;378;56
56239;Saint-Vincent-sur-Oust;00000;1605;56
56240;Sarzeau;00000;8968;56
56241;Sauzon;56360;1020;56
56242;Séglien;00000;670;56
56243;Séné;00000;9155;56
56244;Sérent;00000;3106;56
56245;Silfiac;00000;477;56
56246;Le Sourn;00000;2148;56
56247;Sulniac;00000;3846;56
56248;Surzur;00000;4820;56
56249;Taupont;00000;2278;56
56250;Théhillac;00000;609;56
56251;Theix-Noyalo;00000;8487;56
56252;Le Tour-du-Parc;00000;1218;56
56253;Tréal;00000;665;56
56254;Trédion;00000;1327;56
56255;Treffléan;00000;2462;56
56256;Tréhorenteuc;00000;116;56
56257;La Trinité-PorhoÃ«t;00000;688;56
56258;La Trinité-sur-Mer;56470;1669;56
56259;La Trinité-Surzur;00000;1709;56
56260;Vannes;56000;55692;56
56261;La Vraie-Croix;00000;1519;56
56262;Bono;56400;2576;56
56263;Sainte-Anne-d'Auray;56400;2896;56
56264;Kernascléden;00000;394;56
57001;Aboncourt;00000;333;57
57002;Aboncourt-sur-Seille;00000;71;57
57003;Abreschviller;00000;1420;57
57004;Achain;00000;80;57
57006;Achen;00000;1019;57
57007;Adaincourt;00000;126;57
57008;Adelange;00000;211;57
57009;Ajoncourt;00000;105;57
57010;Alaincourt-la-Côte;00000;158;57
57011;Albestroff;00000;641;57
57012;Algrange;00000;6176;57
57013;Alsting;00000;2586;57
57014;Altrippe;00000;377;57
57015;Altviller;00000;584;57
57016;Alzing;00000;397;57
57017;Amanvillers;00000;2121;57
57018;Amelécourt;00000;140;57
57019;Amnéville;00000;10488;57
57020;Ancerville;00000;308;57
57021;Ancy-Dornot;00000;1548;57
57022;Angevillers;00000;1282;57
57024;Antilly;00000;184;57
57025;Anzeling;00000;534;57
57026;Apach;00000;1088;57
57027;Arraincourt;00000;129;57
57028;Argancy;00000;1378;57
57029;Arriance;00000;218;57
57030;Arry;00000;568;57
57031;Ars-Laquenexy;00000;914;57
57032;Ars-sur-Moselle;00000;4757;57
57033;Arzviller;00000;552;57
57034;Aspach;00000;36;57
57035;Assenoncourt;00000;120;57
57036;Attilloncourt;00000;103;57
57037;Aube;00000;274;57
57038;Audun-le-Tiche;00000;7111;57
57039;Augny;00000;2199;57
57040;Aulnois-sur-Seille;00000;280;57
57041;Aumetz;00000;2384;57
57042;Avricourt;00000;605;57
57043;Ay-sur-Moselle;00000;1500;57
57044;Azoudange;00000;128;57
57045;Bacourt;00000;110;57
57046;Baerenthal;00000;777;57
57047;Bambiderstroff;00000;1075;57
57048;Bannay;00000;75;57
57049;Le Ban-Saint-Martin;00000;4589;57
57050;Barchain;00000;114;57
57051;Baronville;00000;372;57
57052;Barst;00000;585;57
57053;Bassing;00000;117;57
57054;Baudrecourt;00000;188;57
57055;Bazoncourt;00000;539;57
57056;Bébing;00000;199;57
57057;Béchy;00000;614;57
57058;Behren-lès-Forbach;00000;6627;57
57059;Bellange;00000;53;57
57060;Bénestroff;00000;539;57
57061;Béning-lès-Saint-Avold;00000;1178;57
57062;Berg-sur-Moselle;00000;446;57
57063;Bérig-Vintrange;00000;224;57
57064;Berling;00000;265;57
57065;Bermering;00000;226;57
57066;Berthelming;00000;522;57
57067;Bertrange;00000;2860;57
57069;Berviller-en-Moselle;00000;470;57
57070;Bettange;00000;250;57
57071;Bettborn;00000;392;57
57072;Bettelainville;00000;630;57
57073;Betting;00000;886;57
57074;Bettviller;00000;841;57
57075;Beux;00000;296;57
57076;Beyren-lès-Sierck;00000;525;57
57077;Bezange-la-Petite;00000;100;57
57079;Bibiche;00000;454;57
57080;Bickenholtz;00000;83;57
57081;Bidestroff;00000;132;57
57082;Biding;00000;338;57
57083;Bining;00000;1237;57
57084;Bioncourt;00000;305;57
57085;Bionville-sur-Nied;00000;386;57
57086;Belles-Forêts;00000;240;57
57087;Bisten-en-Lorraine;00000;252;57
57088;Bistroff;00000;320;57
57089;Bitche;00000;5052;57
57090;Blanche-Eglise;00000;113;57
57091;Bliesbruck;00000;1031;57
57092;Blies-Ebersing;00000;627;57
57093;Blies-Guersviller;00000;658;57
57095;Boucheporn;00000;587;57
57096;Boulange;00000;2501;57
57097;Boulay-Moselle;00000;5651;57
57098;Bourgaltroff;00000;252;57
57099;Bourdonnay;00000;235;57
57100;Bourscheid;00000;179;57
57101;Bousbach;00000;1272;57
57102;Bousse;00000;3253;57
57103;Bousseviller;00000;129;57
57104;Boust;00000;1208;57
57105;Boustroff;00000;151;57
57106;Bouzonville;00000;4004;57
57107;Bréhain;00000;106;57
57108;Breidenbach;00000;323;57
57109;Breistroff-la-Grande;00000;773;57
57110;Brettnach;00000;432;57
57111;Bronvaux;00000;528;57
57112;Brouck;00000;86;57
57113;Brouderdorff;00000;994;57
57114;Brouviller;00000;440;57
57115;Brulange;00000;100;57
57116;Buchy;00000;96;57
57117;Buding;00000;593;57
57118;Budling;00000;173;57
57119;Buhl-Lorraine;00000;1222;57
57120;Burlioncourt;00000;126;57
57121;Burtoncourt;00000;217;57
57122;Cappel;00000;696;57
57123;Carling;00000;3459;57
57124;Cattenom;00000;2662;57
57125;Chailly-lès-Ennery;00000;427;57
57126;Chambrey;00000;335;57
57127;Chanville;00000;148;57
57128;Charleville-sous-Bois;00000;324;57
57129;Charly-Oradour;00000;693;57
57130;Château-Bréhain;00000;76;57
57131;Château-Rouge;00000;297;57
57132;Château-Salins;00000;2601;57
57133;Château-Voué;00000;96;57
57134;Châtel-Saint-Germain;00000;2109;57
57136;Chémery-les-Deux;00000;587;57
57137;Cheminot;00000;826;57
57138;Chenois;00000;86;57
57139;Chérisey;00000;297;57
57140;Chesny;00000;587;57
57141;Chicourt;00000;91;57
57142;Chieulles;00000;430;57
57143;Clouange;00000;3407;57
57144;Cocheren;00000;3422;57
57145;Coincy;00000;331;57
57146;Coin-lès-Cuvry;00000;815;57
57147;Coin-sur-Seille;00000;352;57
57148;Colligny-Maizery;00000;578;57
57149;Colmen;00000;204;57
57150;Condé-Northen;00000;699;57
57151;Conthil;00000;155;57
57152;Contz-les-Bains;00000;520;57
57153;Corny-sur-Moselle;00000;2224;57
57154;Coume;00000;653;57
57155;Courcelles-Chaussy;00000;3331;57
57156;Courcelles-sur-Nied;00000;1183;57
57158;Craincourt;00000;247;57
57159;Créhange;00000;3927;57
57160;Creutzwald;00000;13258;57
57161;Cutting;00000;117;57
57162;Cuvry;00000;878;57
57163;Dabo;00000;2477;57
57165;Dalem;00000;699;57
57166;Dalhain;00000;109;57
57167;Dalstein;00000;377;57
57168;Danne-et-Quatre-Vents;00000;695;57
57169;Dannelbourg;00000;513;57
57171;Delme;00000;1157;57
57172;Denting;00000;283;57
57173;Desseling;00000;104;57
57174;Destry;00000;97;57
57175;Diane-Capelle;00000;227;57
57176;Diebling;00000;1721;57
57177;Dieuze;00000;3032;57
57178;Diffembach-lès-Hellimer;00000;352;57
57179;Distroff;00000;1861;57
57180;Dolving;00000;352;57
57181;Domnom-lès-Dieuze;00000;79;57
57182;Donjeux;00000;99;57
57183;Donnelay;00000;191;57
57186;Ebersviller;00000;965;57
57187;Eblange;00000;373;57
57188;Eguelshardt;00000;496;57
57189;Eincheville;00000;224;57
57190;Elvange;00000;422;57
57191;Elzange;00000;713;57
57192;Enchenberg;00000;1272;57
57193;Ennery;00000;2182;57
57194;Entrange;00000;1279;57
57195;Epping;00000;587;57
57196;Erching;00000;431;57
57197;Ernestviller;00000;518;57
57198;Erstroff;00000;196;57
57199;Escherange;00000;701;57
57200;Les Etangs;00000;409;57
57201;Etting;00000;738;57
57202;Etzling;00000;1178;57
57203;Evrange;00000;232;57
57204;Failly;00000;540;57
57205;Falck;00000;2537;57
57206;Fameck;00000;14599;57
57207;Farébersviller;00000;5549;57
57208;Farschviller;00000;1389;57
57209;Faulquemont;00000;5238;57
57210;Fénétrange;00000;703;57
57211;Fèves;00000;1191;57
57212;Féy;00000;739;57
57213;Filstroff;00000;787;57
57214;Fixem;00000;421;57
57215;Flastroff;00000;328;57
57216;Fleisheim;00000;149;57
57217;Flétrange;00000;918;57
57218;Fleury;00000;1316;57
57219;Flévy;00000;552;57
57220;Flocourt;00000;121;57
57221;Florange;00000;12065;57
57222;Folkling;00000;1363;57
57224;Folschviller;00000;4018;57
57225;Fonteny;00000;140;57
57226;Fontoy;00000;3135;57
57227;Forbach;00000;21887;57
57228;Fossieux;00000;205;57
57229;Foulcrey;00000;159;57
57230;Fouligny;00000;197;57
57231;Foville;00000;99;57
57232;Francaltroff;00000;788;57
57233;Fraquelfing;00000;86;57
57234;Frauenberg;00000;605;57
57235;Freistroff;00000;1057;57
57236;Frémery;00000;84;57
57237;Frémestroff;00000;311;57
57238;Fresnes-en-Saulnois;00000;196;57
57239;Freybouse;00000;438;57
57240;Freyming-Merlebach;00000;12845;57
57241;Fribourg;00000;174;57
57242;Gandrange;00000;3063;57
57244;Garrebourg;00000;502;57
57245;Gavisse;00000;579;57
57246;Gelucourt;00000;219;57
57247;Gerbécourt;00000;83;57
57248;Givrycourt;00000;88;57
57249;Glatigny;00000;266;57
57250;Goetzenbruck;00000;1534;57
57251;Goin;00000;341;57
57252;Gomelange;00000;490;57
57253;Gondrexange;00000;504;57
57254;Gorze;00000;1167;57
57255;Gosselming;00000;598;57
57256;Gravelotte;00000;831;57
57257;Grémecey;00000;105;57
57258;Gréning;00000;119;57
57259;Grindorff-Bizing;00000;326;57
57260;Grosbliederstroff;00000;3349;57
57261;Gros-Réderching;00000;1390;57
57262;Grostenquin;00000;654;57
57263;Grundviller;00000;661;57
57264;Guebenhouse;00000;417;57
57265;Guébestroff;00000;62;57
57266;Guéblange-lès-Dieuze;00000;154;57
57267;Le Val-de-Guéblange;00000;868;57
57268;Guébling;00000;127;57
57269;Guénange;00000;7626;57
57270;Val-de-Bride;00000;596;57
57271;Guenviller;00000;684;57
57272;Guermange;00000;93;57
57273;Guerstling;00000;404;57
57274;Guerting;00000;876;57
57275;Guessling-Hémering;00000;931;57
57276;Guinglange;00000;333;57
57277;Guinkirchen;00000;155;57
57278;Guinzeling;00000;66;57
57280;Guntzviller;00000;390;57
57281;Haboudange;00000;251;57
57282;Hagen;00000;361;57
57283;Hagondange;00000;9392;57
57284;Hallering;00000;118;57
57286;Halstroff;00000;314;57
57287;Basse-Ham;00000;2270;57
57288;Ham-sous-Varsberg;00000;2888;57
57289;Hambach;00000;2942;57
57290;Hampont;00000;182;57
57291;Hangviller;00000;267;57
57292;Hannocourt;00000;20;57
57293;Han-sur-Nied;00000;264;57
57294;Hanviller;00000;206;57
57295;Haraucourt-sur-Seille;00000;107;57
57296;Hargarten-aux-Mines;00000;1116;57
57297;Harprich;00000;189;57
57298;Harreberg;00000;389;57
57299;Hartzviller;00000;933;57
57300;Haselbourg;00000;337;57
57301;Haspelschiedt;00000;316;57
57302;Hattigny;00000;190;57
57303;Hauconcourt;00000;608;57
57304;Haut-Clocher;00000;366;57
57305;Havange;00000;459;57
57306;Hayange;00000;16191;57
57307;Hayes;00000;254;57
57308;Hazembourg;00000;154;57
57309;Heining-lès-Bouzonville;00000;492;57
57310;Hellering-lès-Fénétrange;00000;194;57
57311;Hellimer;00000;536;57
57312;Helstroff;00000;514;57
57313;Hémilly;00000;144;57
57314;Héming;00000;499;57
57315;Henridorff;00000;727;57
57316;Henriville;00000;760;57
57317;Hérange;00000;112;57
57318;Hermelange;00000;220;57
57319;Herny;00000;526;57
57320;Hertzing;00000;186;57
57321;Hesse;00000;582;57
57322;Hestroff;00000;472;57
57323;Hettange-Grande;00000;7946;57
57324;Hilbesheim;00000;639;57
57325;Hilsprich;00000;849;57
57326;Hinckange;00000;337;57
57328;Holacourt;00000;91;57
57329;Holling;00000;444;57
57330;Holving;00000;1304;57
57331;Hombourg-Budange;00000;553;57
57332;Hombourg-Haut;00000;6344;57
57333;Hommarting;00000;850;57
57334;Hommert;00000;334;57
57335;Honskirch;00000;225;57
57336;L'Hôpital;00000;5285;57
57337;Hoste;00000;610;57
57338;Hottviller;00000;521;57
57339;Hultehouse;00000;373;57
57340;Hundling;00000;1365;57
57341;Hunting;00000;723;57
57342;Ibigny;00000;97;57
57343;Illange;00000;1866;57
57344;Imling;00000;743;57
57345;Inglange;00000;453;57
57346;Insming;00000;613;57
57347;Insviller;00000;177;57
57348;Ippling;00000;814;57
57349;Jallaucourt;00000;157;57
57350;Jouy-aux-Arches;00000;1458;57
57351;Jury;00000;1242;57
57352;Jussy;00000;460;57
57353;Juvelize;00000;73;57
57354;Juville;00000;127;57
57355;Kalhausen;00000;823;57
57356;Kanfen;00000;1220;57
57357;Kappelkinger;00000;406;57
57358;Kédange-sur-Canner;00000;1102;57
57359;Kemplich;00000;174;57
57360;Kerbach;00000;1232;57
57361;Kerling-lès-Sierck;00000;615;57
57362;Kerprich-aux-Bois;00000;177;57
57364;Kirsch-lès-Sierck;00000;319;57
57365;Kirschnaumen;00000;485;57
57366;Kirviller;00000;141;57
57367;Klang;00000;229;57
57368;Knutange;00000;3251;57
57370;KÅ“nigsmacker;00000;2295;57
57371;Haute-Kontz;00000;591;57
57372;Kuntzig;00000;1372;57
57373;Lachambre;00000;959;57
57374;Lafrimbolle;00000;204;57
57375;Lagarde;00000;187;57
57376;Lambach;00000;510;57
57377;Landange;00000;247;57
57379;Landroff;00000;275;57
57380;Laneuveville-lès-Lorquin;00000;109;57
57381;Laneuveville-en-Saulnois;00000;298;57
57382;Langatte;00000;563;57
57383;Languimberg;00000;170;57
57384;Laning;00000;638;57
57385;Laquenexy;00000;1242;57
57386;Laudrefang;00000;352;57
57387;Laumesfeld;00000;291;57
57388;Launstroff;00000;271;57
57389;Lelling;00000;483;57
57390;Lemberg;00000;1470;57
57391;Lemoncourt;00000;66;57
57392;Lemud;00000;531;57
57393;Lengelsheim;00000;209;57
57394;Léning;00000;352;57
57395;Lesse;00000;208;57
57396;Lessy;00000;764;57
57397;Ley;00000;103;57
57398;Leyviller;00000;510;57
57399;Lezey;00000;102;57
57401;Lidrezing;00000;86;57
57402;Liederschiedt;00000;124;57
57403;Liéhon;00000;123;57
57404;Lindre-Basse;00000;216;57
57405;Lindre-Haute;00000;54;57
57406;Liocourt;00000;145;57
57407;Lixheim;00000;597;57
57408;Lixing-lès-Rouhling;00000;896;57
57409;Lixing-lès-Saint-Avold;00000;688;57
57410;Lhor;00000;140;57
57411;Lommerange;00000;335;57
57412;Longeville-lès-Metz;00000;4019;57
57413;Longeville-lès-Saint-Avold;00000;3735;57
57414;Lorquin;00000;1173;57
57415;Lorry-lès-Metz;00000;1824;57
57416;Lorry-Mardigny;00000;674;57
57417;Lostroff;00000;68;57
57418;Loudrefing;00000;326;57
57419;Loupershouse;00000;927;57
57421;Loutzviller;00000;156;57
57422;Louvigny;00000;891;57
57423;Lubécourt;00000;75;57
57424;Lucy;00000;235;57
57425;Luppy;00000;577;57
57426;Luttange;00000;904;57
57427;Lutzelbourg;00000;578;57
57428;Macheren;00000;2820;57
57430;Mainvillers;00000;335;57
57431;Maizeroy;00000;404;57
57433;Maizières-lès-Metz;00000;11795;57
57434;Maizières-lès-Vic;00000;497;57
57436;Malaucourt-sur-Seille;00000;133;57
57437;Malling;00000;646;57
57438;Malroy;00000;353;57
57439;Manderen-Ritzing;00000;615;57
57440;Manhoué;00000;145;57
57441;Manom;00000;2974;57
57442;Many;00000;244;57
57443;Marange-Silvange;00000;6515;57
57444;Marange-Zondrange;00000;353;57
57445;Marieulles;00000;710;57
57446;Marimont-lès-Bénestroff;00000;42;57
57447;Marly;00000;10339;57
57448;Marsal;00000;263;57
57449;Marsilly;00000;604;57
57451;Marthille;00000;171;57
57452;La Maxe;00000;1027;57
57453;Maxstadt;00000;308;57
57454;Mécleuves;00000;1163;57
57455;Mégange;00000;152;57
57456;Meisenthal;00000;698;57
57457;Menskirch;00000;141;57
57459;Merschweiller;00000;288;57
57460;Merten;00000;1507;57
57461;Métairies-Saint-Quirin;00000;281;57
57462;Metting;00000;426;57
57463;Metz;00000;120335;57
57464;Metzeresche;00000;996;57
57465;Metzervisse;00000;2317;57
57466;Metzing;00000;669;57
57467;Mey;00000;296;57
57468;Mittelbronn;00000;699;57
57469;Mittersheim;00000;608;57
57470;Molring;00000;5;57
57471;Momerstroff;00000;300;57
57472;Moncheux;00000;148;57
57473;Moncourt;00000;69;57
57474;Mondelange;00000;5708;57
57475;Mondorff;00000;539;57
57476;Monneren;00000;416;57
57477;Montbronn;00000;1664;57
57478;Montdidier;00000;87;57
57479;Montenach;00000;477;57
57480;Montigny-lès-Metz;00000;22236;57
57481;Montois-la-Montagne;00000;2750;57
57482;Ogy-Montoy-Flanville;00000;1790;57
57483;Morhange;00000;3492;57
57484;Morsbach;00000;2713;57
57485;Morville-lès-Vic;00000;126;57
57486;Morville-sur-Nied;00000;118;57
57487;Moulins-lès-Metz;00000;5068;57
57488;Moussey;00000;571;57
57489;Mouterhouse;00000;308;57
57490;Moyenvic;00000;349;57
57491;Moyeuvre-Grande;00000;7571;57
57492;Moyeuvre-Petite;00000;459;57
57493;Mulcey;00000;216;57
57494;Munster;00000;239;57
57495;Narbéfontaine;00000;117;57
57496;Nébing;00000;340;57
57497;Nelling;00000;272;57
57498;Neufchef;00000;2642;57
57499;Neufgrange;00000;1387;57
57500;Neufmoulins;00000;43;57
57501;Neufvillage;00000;36;57
57502;Neunkirchen-lès-Bouzonville;00000;342;57
57504;Niderhoff;00000;284;57
57505;Niderviller;00000;1233;57
57506;Niederstinzel;00000;253;57
57507;Niedervisse;00000;268;57
57508;Nilvange;00000;4568;57
57509;Nitting;00000;489;57
57510;Noisseville;00000;1082;57
57511;Norroy-le-Veneur;00000;1054;57
57512;Nouilly;00000;727;57
57513;Nousseviller-lès-Bitche;00000;151;57
57514;Nousseviller-Saint-Nabor;00000;1219;57
57515;Novéant-sur-Moselle;00000;1847;57
57516;Oberdorff;00000;347;57
57517;Obergailbach;00000;287;57
57518;Oberstinzel;00000;340;57
57519;Obervisse;00000;163;57
57520;Obreck;00000;35;57
57521;Å’ting;00000;2759;57
57524;Ommeray;00000;129;57
57525;Oriocourt;00000;56;57
57526;Ormersviller;00000;384;57
57527;Orny;00000;360;57
57528;Oron;00000;102;57
57529;Ottange;00000;3164;57
57530;Ottonville;00000;448;57
57531;Oudrenne;00000;756;57
57532;Pagny-lès-Goin;00000;232;57
57533;Pange;00000;892;57
57534;Peltre;00000;1966;57
57535;Petit-Réderching;00000;1479;57
57536;Petit-Tenquin;00000;226;57
57537;Petite-Rosselle;00000;6396;57
57538;Pettoncourt;00000;297;57
57539;Pévange;00000;49;57
57540;Phalsbourg;00000;4969;57
57541;Philippsbourg;00000;610;57
57542;Piblange;00000;985;57
57543;Pierrevillers;00000;1522;57
57544;Plaine-de-Walsch;00000;631;57
57545;Plappeville;00000;2078;57
57546;Plesnois;00000;842;57
57547;Pommérieux;00000;708;57
57548;Pontoy;00000;550;57
57549;Pontpierre;00000;747;57
57550;Porcelette;00000;2543;57
57551;Postroff;00000;214;57
57552;Pouilly;00000;635;57
57553;Pournoy-la-Chétive;00000;634;57
57554;Pournoy-la-Grasse;00000;715;57
57555;Prévocourt;00000;111;57
57556;Puttelange-aux-Lacs;00000;3134;57
57557;Puttelange-lès-Thionville;00000;1033;57
57558;Puttigny;00000;80;57
57559;Puzieux;00000;176;57
57560;Racrange;00000;637;57
57561;Rahling;00000;756;57
57562;Ranguevaux;00000;865;57
57563;Raville;00000;258;57
57564;Réchicourt-le-Château;00000;572;57
57565;Rédange;00000;1015;57
57566;Réding;00000;2422;57
57567;Rémelfang;00000;148;57
57568;Rémelfing;00000;1425;57
57569;Rémeling;00000;326;57
57570;Rémering;00000;428;57
57571;Rémering-lès-Puttelange;00000;1080;57
57572;Rémilly;00000;2107;57
57573;Réning;00000;138;57
57574;Basse-Rentgen;00000;525;57
57575;Retonfey;00000;1386;57
57576;Rettel;00000;835;57
57577;Reyersviller;00000;382;57
57578;Rezonville-Vionville;00000;502;57
57579;Rhodes;00000;129;57
57580;Riche;00000;189;57
57581;Richeling;00000;358;57
57582;Richemont;00000;2134;57
57583;Richeval;00000;138;57
57584;Rimling;00000;669;57
57586;Rochonvillers;00000;188;57
57587;Rodalbe;00000;255;57
57588;Rodemack;00000;1297;57
57589;Rohrbach-lès-Bitche;00000;2362;57
57590;Rolbing;00000;262;57
57591;Rombas;00000;9960;57
57592;Romelfing;00000;350;57
57593;Roncourt;00000;1028;57
57594;Roppeviller;00000;101;57
57595;Rorbach-lès-Dieuze;00000;51;57
57596;Rosbruck;00000;758;57
57597;Rosselange;00000;2670;57
57598;Rouhling;00000;2057;57
57599;Roupeldange;00000;371;57
57600;Roussy-le-Village;00000;1432;57
57601;Rozérieulles;00000;1385;57
57602;Rurange-lès-Thionville;00000;2485;57
57603;Russange;00000;1290;57
57604;Rustroff;00000;630;57
57605;Sailly-Achâtel;00000;301;57
57606;Saint-Avold;00000;15767;57
57607;Sainte-Barbe;00000;771;57
57609;Saint-Epvre;00000;176;57
57610;Saint-François-Lacroix;00000;309;57
57611;Saint-Georges;00000;197;57
57612;Saint-Hubert;00000;245;57
57613;Saint-Jean-de-Bassel;00000;360;57
57614;Saint-Jean-Kourtzerode;00000;713;57
57615;Saint-Jean-Rohrbach;00000;987;57
57616;Saint-Julien-lès-Metz;00000;3457;57
57617;Saint-Jure;00000;290;57
57618;Saint-Louis;00000;673;57
57619;Saint-Louis-lès-Bitche;00000;482;57
57620;Sainte-Marie-aux-Chênes;00000;4411;57
57621;Saint-Médard;00000;110;57
57622;Saint-Privat-la-Montagne;00000;1930;57
57623;Saint-Quirin;00000;761;57
57624;Sainte-Ruffine;00000;615;57
57625;Salonnes;00000;180;57
57626;Sanry-lès-Vigy;00000;539;57
57627;Sanry-sur-Nied;00000;328;57
57628;Sarralbe;00000;4579;57
57629;Sarraltroff;00000;783;57
57630;Sarrebourg;00000;12761;57
57631;Sarreguemines;00000;21105;57
57633;Sarreinsming;00000;1293;57
57634;Saulny;00000;1546;57
57635;Schalbach;00000;371;57
57636;Schmittviller;00000;328;57
57637;Schneckenbusch;00000;313;57
57638;SchÅ“neck;00000;2531;57
57639;Schorbach;00000;549;57
57640;Schwerdorff;00000;493;57
57641;Schweyen;00000;307;57
57642;Scy-Chazelles;00000;2728;57
57643;Secourt;00000;205;57
57644;Seingbouse;00000;1795;57
57645;Semécourt;00000;1030;57
57647;Serémange-Erzange;00000;4220;57
57648;Servigny-lès-Raville;00000;498;57
57649;Servigny-lès-Sainte-Barbe;00000;479;57
57650;Sierck-les-Bains;00000;1789;57
57651;Siersthal;00000;654;57
57652;Sillegny;00000;558;57
57653;Silly-en-Saulnois;00000;35;57
57654;Silly-sur-Nied;00000;704;57
57655;Solgne;00000;1176;57
57656;Sorbey;00000;389;57
57657;Sotzeling;00000;19;57
57658;Soucht;00000;1073;57
57659;Spicheren;00000;3288;57
57660;Stiring-Wendel;00000;11304;57
57661;Sturzelbronn;00000;177;57
57662;Suisse;00000;105;57
57663;Talange;00000;7968;57
57664;Tarquimpol;00000;63;57
57665;Tenteling;00000;1079;57
57666;Terville;00000;7224;57
57667;Téterchen;00000;798;57
57668;Teting-sur-Nied;00000;1315;57
57669;Théding;00000;2517;57
57670;Thicourt;00000;136;57
57671;Thimonville;00000;154;57
57672;Thionville;00000;41534;57
57673;Thonville;00000;47;57
57674;Tincry;00000;179;57
57675;Torcheville;00000;116;57
57676;Tragny;00000;94;57
57677;Trémery;00000;1065;57
57678;Tressange;00000;2255;57
57679;Tritteling-Redlach;00000;537;57
57680;Troisfontaines;00000;1284;57
57681;Tromborn;00000;343;57
57682;Turquestein-Blancrupt;00000;11;57
57683;Uckange;00000;6973;57
57684;Vahl-Ebersing;00000;523;57
57685;Vahl-lès-Bénestroff;00000;153;57
57686;Vahl-lès-Faulquemont;00000;252;57
57687;Vallerange;00000;217;57
57689;Valmestroff;00000;319;57
57690;Valmont;00000;3085;57
57691;Valmunster;00000;90;57
57692;Vannecourt;00000;74;57
57693;Vantoux;00000;842;57
57694;Vany;00000;449;57
57695;Varize-Vaudoncourt;00000;530;57
57696;Varsberg;00000;987;57
57697;Vasperviller;00000;324;57
57698;Vatimont;00000;323;57
57700;Vaudreching;00000;512;57
57701;Vaux;00000;836;57
57702;Vaxy;00000;168;57
57703;Veckersviller;00000;250;57
57704;Veckring;00000;665;57
57705;Velving;00000;212;57
57706;Vergaville;00000;563;57
57707;Vernéville;00000;658;57
57708;Verny;00000;1996;57
57709;Vescheim;00000;317;57
57711;Vibersviller;00000;425;57
57712;Vic-sur-Seille;00000;1388;57
57713;Vieux-Lixheim;00000;256;57
57714;Haute-Vigneulles;00000;440;57
57715;Vigny;00000;388;57
57716;Vigy;00000;1775;57
57717;Viller;00000;189;57
57718;Villers-Stoncourt;00000;219;57
57719;Villers-sur-Nied;00000;82;57
57720;Villing;00000;507;57
57721;Vilsberg;00000;355;57
57723;Virming;00000;299;57
57724;Vitry-sur-Orne;00000;3056;57
57725;Vittersbourg;00000;355;57
57726;Vittoncourt;00000;386;57
57727;Viviers;00000;123;57
57728;Voimhaut;00000;256;57
57730;Volmerange-lès-Boulay;00000;578;57
57731;Volmerange-les-Mines;00000;2309;57
57732;Volmunster;00000;798;57
57733;Volstroff;00000;2063;57
57734;Voyer;00000;469;57
57736;Vry;00000;622;57
57737;Vulmont;00000;33;57
57738;Waldhouse;00000;411;57
57739;Waldweistroff;00000;506;57
57740;Waldwisse;00000;819;57
57741;Walschbronn;00000;451;57
