id_vente;Date mutation;Valeur fonciere;Nature mutation;id_bien
16214;2020-03-24;5500000;Vente;16214
16215;2020-03-24;665000;Vente;16215
16216;2020-03-24;752700;Vente;16216
16217;2020-03-24;239176;Vente;16217
16218;2020-03-24;560000;Vente;16218
16219;2020-03-24;521250;Vente;16219
16220;2020-03-24;2920700;Vente;16220
16221;2020-03-24;153000;Vente;16221
16222;2020-03-24;1000000;Vente;16222
16223;2020-03-24;409000;Vente;16223
16224;2020-03-24;935700;Vente;16224
16225;2020-03-24;100000;Vente;16225
16226;2020-03-24;100000;Vente;16226
16227;2020-03-24;488350;Vente;16227
16228;2020-03-24;285000;Vente;16228
16229;2020-03-24;226600;Vente;16229
16230;2020-03-24;147500;Vente;16230
16231;2020-03-24;80000;Vente;16231
16232;2020-03-24;45223;Vente;16232
16233;2020-03-24;235000;Vente;16233
16234;2020-03-24;330000;Vente;16234
16235;2020-03-24;186000;Vente;16235
16236;2020-03-24;232000;Vente;16236
16237;2020-03-24;478300;Vente;16237
16238;2020-03-24;194200;Vente;16238
16239;2020-03-24;396700;Vente;16239
16240;2020-03-24;1158016;Vente;16240
16241;2020-03-24;242000;Vente;16241
16242;2020-03-24;195000;Vente;16242
16243;2020-03-24;230000;Vente;16243
16244;2020-03-25;132300;Vente;16244
16245;2020-03-25;62000;Vente;16245
16246;2020-03-25;112880;Vente;16246
16247;2020-03-25;147360;Vente;16247
16248;2020-03-25;139000;Vente;16248
16249;2020-03-25;105700;Vente;16249
16250;2020-03-25;154500;Vente;16250
16251;2020-03-25;47000;Vente;16251
16252;2020-03-25;105600;Vente;16252
16253;2020-03-25;123500;Vente;16253
16254;2020-03-25;70000;Vente;16254
16255;2020-03-25;179820;Vente;16255
16256;2020-03-25;95000;Vente;16256
16257;2020-03-25;160000;Vente;16257
16258;2020-03-25;125500;Vente;16258
16259;2020-03-25;69200;Vente;16259
16260;2020-03-25;147000;Vente;16260
16261;2020-03-25;32000;Vente;16261
16262;2020-03-25;125000;Vente;16262
16263;2020-03-25;210000;Vente;16263
16264;2020-03-25;43800;Vente;16264
16265;2020-03-25;176915;Vente;16265
16266;2020-03-25;340000;Vente;16266
16267;2020-03-25;126000;Vente;16267
16268;2020-03-25;121000;Vente;16268
16269;2020-03-25;240540;Vente;16269
16270;2020-03-25;300000;Vente;16270
16271;2020-03-25;490500;Vente;16271
16272;2020-03-25;127000;Vente;16272
16273;2020-03-25;221430;Vente;16273
16274;2020-03-25;75000;Vente;16274
16275;2020-03-25;30207;Vente;16275
16276;2020-03-25;844450;Vente;16276
16277;2020-03-25;330000;Vente;16277
16278;2020-03-25;1025350;Vente;16278
16279;2020-03-25;1682000;Vente;16279
16280;2020-03-25;2730000;Vente;16280
16281;2020-03-25;622500;Vente;16281
16282;2020-03-25;890000;Vente;16282
16283;2020-03-25;237250;Vente;16283
16284;2020-03-25;820000;Vente;16284
16285;2020-03-25;287290;Vente;16285
16286;2020-03-25;1056850;Vente;16286
16287;2020-03-25;162500;Vente;16287
16288;2020-03-25;1750000;Vente;16288
16289;2020-03-25;591000;Vente;16289
16290;2020-03-25;649000;Vente;16290
16291;2020-03-25;263520;Vente;16291
16292;2020-03-25;173000;Vente;16292
16293;2020-03-25;76000;Vente;16293
16294;2020-03-25;445000;Vente;16294
16295;2020-03-25;144000;Vente;16295
16296;2020-03-25;690500;Vente;16296
16297;2020-03-25;136500;Vente;16297
16298;2020-03-25;74750;Vente;16298
16299;2020-03-25;213000;Vente;16299
16300;2020-03-25;240000;Vente;16300
16301;2020-03-25;538900;Vente;16301
16302;2020-03-25;1351981;Vente;16302
16303;2020-03-25;290000;Vente;16303
16304;2020-03-25;131000;Vente;16304
16305;2020-03-25;151000;Vente;16305
16306;2020-03-25;224500;Vente;16306
16307;2020-03-25;217000;Vente;16307
16308;2020-03-25;91000;Vente;16308
16309;2020-03-25;56000;Vente;16309
16310;2020-03-26;271000;Vente;16310
16311;2020-03-26;26630;Vente;16311
16312;2020-03-26;240000;Vente;16312
16313;2020-03-26;202000;Vente;16313
16314;2020-03-26;251750;Vente;16314
16315;2020-03-26;141000;Vente;16315
16316;2020-03-26;101000;Vente;16316
16317;2020-03-26;147000;Vente;16317
16318;2020-03-26;74000;Vente;16318
16319;2020-03-26;133000;Vente;16319
16320;2020-03-26;40000;Vente;16320
16321;2020-03-26;78500;Vente;16321
16322;2020-03-26;157000;Vente;16322
16323;2020-03-26;100000;Vente;16323
16324;2020-03-26;64750;Vente;16324
16325;2020-03-26;48000;Vente;16325
16326;2020-03-26;108000;Vente;16326
16327;2020-03-26;47000;Vente;16327
16328;2020-03-26;219755;Vente;16328
16329;2020-03-26;150000;Vente;16329
16330;2020-03-26;85800;Vente;16330
16331;2020-03-26;157075;Vente;16331
16332;2020-03-26;136500;Vente;16332
16333;2020-03-26;82650;Vente;16333
16334;2020-03-26;214000;Vente;16334
16335;2020-03-26;158400;Vente;16335
16336;2020-03-26;179000;Vente;16336
16337;2020-03-26;413500;Vente;16337
16338;2020-03-26;347740;Vente;16338
16339;2020-03-26;146680;Vente;16339
16340;2020-03-26;153000;Vente;16340
16341;2020-03-26;150000;Vente;16341
16342;2020-03-26;218980;Vente;16342
16343;2020-03-26;365000;Vente;16343
16344;2020-03-26;217820;Vente;16344
16345;2020-03-26;147180;Vente;16345
16346;2020-03-26;1700000;Vente;16346
16347;2020-03-26;1040000;Vente;16347
16348;2020-03-26;2350000;Vente;16348
16349;2020-03-26;430000;Vente;16349
16350;2020-03-26;381000;Vente;16350
16351;2020-03-26;1045000;Vente;16351
16352;2020-03-26;498000;Vente;16352
16353;2020-03-26;684950;Vente;16353
16354;2020-03-26;296800;Vente;16354
16355;2020-03-26;867000;Vente;16355
16356;2020-03-26;1355000;Vente;16356
16357;2020-03-26;7200000;Vente;16357
16358;2020-03-26;981100;Vente;16358
16359;2020-03-26;640400;Vente;16359
16360;2020-03-26;607200;Vente;16360
16361;2020-03-26;130000;Vente;16361
16362;2020-03-26;422820;Vente;16362
16363;2020-03-26;617436;Vente;16363
16364;2020-03-26;86000;Vente;16364
16365;2020-03-26;104500;Vente;16365
16366;2020-03-26;235000;Vente;16366
16367;2020-03-26;69000;Vente;16367
16368;2020-03-26;223000;Vente;16368
16369;2020-03-26;145000;Vente;16369
16370;2020-03-26;354050;Vente;16370
16371;2020-03-26;235220;Vente;16371
16372;2020-03-26;231000;Vente;16372
16373;2020-03-26;88000;Vente;16373
16374;2020-03-26;281000;Vente;16374
16375;2020-03-26;106000;Vente;16375
16376;2020-03-26;236000;Vente;16376
16377;2020-03-26;485000;Vente;16377
16378;2020-03-26;341400;Vente;16378
16379;2020-03-26;556000;Vente;16379
16380;2020-03-26;254450;Vente;16380
16381;2020-03-26;592000;Vente;16381
16382;2020-03-26;213000;Vente;16382
16383;2020-03-26;98398;Vente;16383
16384;2020-03-26;325000;Vente;16384
16385;2020-03-26;64000;Vente;16385
16386;2020-03-27;170000;Vente;16386
16387;2020-03-27;43000;Vente;16387
16388;2020-03-27;145000;Vente;16388
16389;2020-03-27;80000;Vente;16389
16390;2020-03-27;60000;Vente;16390
16391;2020-03-27;69000;Vente;16391
16392;2020-03-27;122500;Vente;16392
16393;2020-03-27;170500;Vente;16393
16394;2020-03-27;364000;Vente;16394
16395;2020-03-27;185000;Vente;16395
16396;2020-03-27;110000;Vente;16396
16397;2020-03-27;212500;Vente;16397
16398;2020-03-27;65700;Vente;16398
16399;2020-03-27;145800;Vente;16399
16400;2020-03-27;74000;Vente;16400
16401;2020-03-27;43500;Vente;16401
16402;2020-03-27;166000;Vente;16402
16403;2020-03-27;125000;Vente;16403
16404;2020-03-27;60500;Vente;16404
16405;2020-03-27;32500;Vente;16405
16406;2020-03-27;33000;Vente;16406
16407;2020-03-27;96500;Vente;16407
16408;2020-03-27;76900;Vente;16408
16409;2020-03-27;108000;Vente;16409
16410;2020-03-27;270000;Vente;16410
16411;2020-03-27;342150;Vente;16411
16412;2020-03-27;237775;Vente;16412
16413;2020-03-27;87000;Vente;16413
16414;2020-03-27;162000;Vente;16414
16415;2020-03-27;166347;Vente;16415
16416;2020-03-27;175000;Vente;16416
16417;2020-03-27;92280;Vente;16417
16418;2020-03-27;142670;Vente;16418
16419;2020-03-27;15000;Vente;16419
16420;2020-03-27;93740;Vente;16420
16421;2020-03-27;179550;Vente;16421
16422;2020-03-27;89540;Vente;16422
16423;2020-03-27;341000;Vente;16423
16424;2020-03-27;89000;Vente;16424
16425;2020-03-27;97000;Vente;16425
16426;2020-03-27;60000;Vente;16426
16427;2020-03-27;146500;Vente;16427
16428;2020-03-27;204000;Vente;16428
16429;2020-03-27;183000;Vente;16429
16430;2020-03-27;112750;Vente;16430
16431;2020-03-27;54000;Vente;16431
16432;2020-03-27;122700;Vente;16432
16433;2020-03-27;142400;Vente;16433
16434;2020-03-27;117000;Vente;16434
16435;2020-03-27;115000;Vente;16435
16436;2020-03-27;128000;Vente;16436
16437;2020-03-27;157000;Vente;16437
16438;2020-03-27;74000;Vente;16438
16439;2020-03-27;114000;Vente;16439
16440;2020-03-27;129000;Vente;16440
16441;2020-03-27;155000;Vente;16441
16442;2020-03-27;75000;Vente;16442
16443;2020-03-27;50500;Vente;16443
16444;2020-03-27;170000;Vente;16444
16445;2020-03-27;100000;Vente;16445
16446;2020-03-27;195300;Vente;16446
16447;2020-03-27;268000;Vente;16447
16448;2020-03-27;65280;Vente;16448
16449;2020-03-27;63577;Vente;16449
16450;2020-03-27;314330;Vente;16450
16451;2020-03-27;117000;Vente;16451
16452;2020-03-27;155000;Vente;16452
16453;2020-03-27;172000;Vente;16453
16454;2020-03-27;125200;Vente;16454
16455;2020-03-27;195000;Vente;16455
16456;2020-03-27;42250;Vente;16456
16457;2020-03-27;237500;Vente;16457
16458;2020-03-27;315000;Vente;16458
16459;2020-03-27;480000;Vente;16459
16460;2020-03-27;540000;Vente;16460
16461;2020-03-27;237053;Vente;16461
16462;2020-03-27;354450;Vente;16462
16463;2020-03-27;1271320;Vente;16463
16464;2020-03-27;1104000;Vente;16464
16465;2020-03-27;1854400;Vente;16465
16466;2020-03-27;544000;Vente;16466
16467;2020-03-27;334850;Vente;16467
16468;2020-03-27;689000;Vente;16468
16469;2020-03-27;179000;Vente;16469
16470;2020-03-27;296300;Vente;16470
16471;2020-03-27;337600;Vente;16471
16472;2020-03-27;467885;Vente;16472
16473;2020-03-27;300000;Vente;16473
16474;2020-03-27;557850;Vente;16474
16475;2020-03-27;255000;Vente;16475
16476;2020-03-27;876000;Vente;16476
16477;2020-03-27;485000;Vente;16477
16478;2020-03-27;325000;Vente;16478
16479;2020-03-27;190000;Vente;16479
16480;2020-03-27;710690;Vente;16480
16481;2020-03-27;1210000;Vente;16481
16482;2020-03-27;1729500;Vente;16482
16483;2020-03-27;509000;Vente;16483
16484;2020-03-27;385000;Vente;16484
16485;2020-03-27;230000;Vente;16485
16486;2020-03-27;521516;Vente;16486
16487;2020-03-27;944300;Vente;16487
16488;2020-03-27;172000;Vente;16488
16489;2020-03-27;117000;Vente;16489
16490;2020-03-27;713360;Vente;16490
16491;2020-03-27;303000;Vente;16491
16492;2020-03-27;250750;Vente;16492
16493;2020-03-27;213000;Vente;16493
16494;2020-03-27;270000;Vente;16494
16495;2020-03-27;112000;Vente;16495
16496;2020-03-27;267000;Vente;16496
16497;2020-03-27;342996;Vente;16497
16498;2020-03-27;290500;Vente;16498
16499;2020-03-27;348050;Vente;16499
16500;2020-03-27;150300;Vente;16500
16501;2020-03-27;152000;Vente;16501
16502;2020-03-27;294200;Vente;16502
16503;2020-03-27;140000;Vente;16503
16504;2020-03-27;166100;Vente;16504
16505;2020-03-27;209001;Vente;16505
16506;2020-03-27;334300;Vente;16506
16507;2020-03-27;66000;Vente;16507
16508;2020-03-27;70224;Vente;16508
16509;2020-03-27;270000;Vente;16509
16510;2020-03-27;308000;Vente;16510
16511;2020-03-27;125000;Vente;16511
16512;2020-03-27;278500;Vente;16512
16513;2020-03-27;295000;Vente;16513
16514;2020-03-27;73000;Vente;16514
16515;2020-03-27;115000;Vente;16515
16516;2020-03-27;44000;Vente;16516
16517;2020-03-27;29000;Vente;16517
16518;2020-03-27;77600;Vente;16518
16519;2020-03-27;65800;Vente;16519
16520;2020-03-27;96700;Vente;16520
16521;2020-03-27;95000;Vente;16521
16522;2020-03-27;131000;Vente;16522
16523;2020-03-27;156000;Vente;16523
16524;2020-03-27;142300;Vente;16524
16525;2020-03-27;210135;Vente;16525
16526;2020-03-27;312000;Vente;16526
16527;2020-03-27;406000;Vente;16527
16528;2020-03-27;170000;Vente;16528
16529;2020-03-27;313000;Vente;16529
16530;2020-03-27;346500;Vente;16530
16531;2020-03-27;281000;Vente;16531
16532;2020-03-27;300000;Vente;16532
16533;2020-03-27;160000;Vente;16533
16534;2020-03-27;267000;Vente;16534
16535;2020-03-27;242600;Vente;16535
16536;2020-03-27;113000;Vente;16536
16537;2020-03-27;271450;Vente;16537
16538;2020-03-27;115000;Vente;16538
16539;2020-03-27;145000;Vente;16539
16540;2020-03-27;120000;Vente;16540
16541;2020-03-27;265000;Vente;16541
16542;2020-03-27;405460;Vente;16542
16543;2020-03-27;190000;Vente;16543
16544;2020-03-27;223000;Vente;16544
16545;2020-03-27;330000;Vente;16545
16546;2020-03-27;130000;Vente;16546
16547;2020-03-27;258000;Vente;16547
16548;2020-03-27;460500;Vente;16548
16549;2020-03-27;325000;Vente;16549
16550;2020-03-27;641000;Vente;16550
16551;2020-03-27;137600;Vente;16551
16552;2020-03-27;149600;Vente;16552
16553;2020-03-27;167000;Vente;16553
16554;2020-03-27;145350;Vente;16554
16555;2020-03-27;335723;Vente;16555
16556;2020-03-27;232000;Vente;16556
16557;2020-03-27;185000;Vente;16557
16558;2020-03-27;122000;Vente;16558
16559;2020-03-27;125000;Vente;16559
16560;2020-03-28;239100;Vente;16560
16561;2020-03-30;750000;Vente;16561
16562;2020-03-30;159348;Vente;16562
16563;2020-03-30;63000;Vente;16563
16564;2020-03-30;82000;Vente;16564
16565;2020-03-30;55005;Vente;16565
16566;2020-03-30;260000;Vente;16566
16567;2020-03-30;139500;Vente;16567
16568;2020-03-30;146400;Vente;16568
16569;2020-03-30;125000;Vente;16569
16570;2020-03-30;399000;Vente;16570
16571;2020-03-30;247500;Vente;16571
16572;2020-03-30;114000;Vente;16572
16573;2020-03-30;114220;Vente;16573
16574;2020-03-30;105000;Vente;16574
16575;2020-03-30;61600;Vente;16575
16576;2020-03-30;59579;Vente;16576
16577;2020-03-30;103000;Vente;16577
16578;2020-03-30;55000;Vente;16578
16579;2020-03-30;132660;Vente;16579
16580;2020-03-30;134000;Vente;16580
16581;2020-03-30;95000;Vente;16581
16582;2020-03-30;148000;Vente;16582
16583;2020-03-30;137000;Vente;16583
16584;2020-03-30;55000;Vente;16584
16585;2020-03-30;80000;Vente;16585
16586;2020-03-30;195000;Vente;16586
16587;2020-03-30;215050;Vente;16587
16588;2020-03-30;449300;Vente;16588
16589;2020-03-30;366300;Vente;16589
16590;2020-03-30;450000;Vente;16590
16591;2020-03-30;215000;Vente;16591
16592;2020-03-30;932400;Vente;16592
16593;2020-03-30;770000;Vente;16593
16594;2020-03-30;31000;Vente;16594
16595;2020-03-30;857600;Vente;16595
16596;2020-03-30;442000;Vente;16596
16597;2020-03-30;960000;Vente;16597
16598;2020-03-30;205500;Vente;16598
16599;2020-03-30;405000;Vente;16599
16600;2020-03-30;344700;Vente;16600
16601;2020-03-30;660000;Vente;16601
16602;2020-03-30;1048000;Vente;16602
16603;2020-03-30;190300;Vente;16603
16604;2020-03-30;105800;Vente;16604
16605;2020-03-30;299000;Vente;16605
16606;2020-03-30;116480;Vente;16606
16607;2020-03-30;72000;Vente;16607
16608;2020-03-30;230000;Vente;16608
16609;2020-03-30;235000;Vente;16609
16610;2020-03-30;397000;Vente;16610
16611;2020-03-30;548850;Vente;16611
16612;2020-03-30;214000;Vente;16612
16613;2020-03-30;145000;Vente;16613
16614;2020-03-30;132050;Vente;16614
16615;2020-03-30;88800;Vente;16615
16616;2020-03-30;195000;Vente;16616
16617;2020-03-30;194901;Vente;16617
16618;2020-03-30;24000;Vente;16618
16619;2020-03-30;165200;Vente;16619
16620;2020-03-30;219000;Vente;16620
16621;2020-03-30;226000;Vente;16621
16622;2020-03-30;212000;Vente;16622
16623;2020-03-30;537000;Vente;16623
16624;2020-03-30;197205;Vente;16624
16625;2020-03-30;225100;Vente;16625
16626;2020-03-30;322500;Vente;16626
16627;2020-03-30;216245;Vente;16627
16628;2020-03-30;248000;Vente;16628
16629;2020-03-30;78200;Vente;16629
16630;2020-03-30;142000;Vente;16630
16631;2020-03-30;334470;Vente;16631
16632;2020-03-30;77500;Vente;16632
16633;2020-03-31;164000;Vente;16633
16634;2020-03-31;114500;Vente;16634
16635;2020-03-31;47200;Vente;16635
16636;2020-03-31;96700;Vente;16636
16637;2020-03-31;345000;Vente;16637
16638;2020-03-31;76000;Vente;16638
16639;2020-03-31;235000;Vente;16639
16640;2020-03-31;494000;Vente;16640
16641;2020-03-31;92500;Vente;16641
16642;2020-03-31;798000;Vente;16642
16643;2020-03-31;250693;Vente;16643
16644;2020-03-31;78000;Vente;16644
16645;2020-03-31;61000;Vente;16645
16646;2020-03-31;415700;Vente;16646
16647;2020-03-31;114000;Vente;16647
16648;2020-03-31;72000;Vente;16648
16649;2020-03-31;71000;Vente;16649
16650;2020-03-31;41000;Vente;16650
16651;2020-03-31;147900;Vente;16651
16652;2020-03-31;84563;Vente;16652
16653;2020-03-31;20000;Vente;16653
16654;2020-03-31;126000;Vente;16654
16655;2020-03-31;220000;Vente;16655
16656;2020-03-31;312000;Vente;16656
16657;2020-03-31;107500;Vente;16657
16658;2020-03-31;72700;Vente;16658
16659;2020-03-31;97500;Vente;16659
16660;2020-03-31;128130;Vente;16660
16661;2020-03-31;651650;Vente;16661
16662;2020-03-31;37523;Vente;16662
16663;2020-03-31;520000;Vente;16663
16664;2020-03-31;119784;Vente;16664
16665;2020-03-31;34800;Vente;16665
16666;2020-03-31;174500;Vente;16666
16667;2020-03-31;132220;Vente;16667
16668;2020-03-31;163800;Vente;16668
16669;2020-03-31;211500;Vente;16669
16670;2020-03-31;122000;Vente;16670
16671;2020-03-31;141000;Vente;16671
16672;2020-03-31;311700;Vente;16672
16673;2020-03-31;127000;Vente;16673
16674;2020-03-31;77700;Vente;16674
16675;2020-03-31;37000;Vente;16675
16676;2020-03-31;31000;Vente;16676
16677;2020-03-31;154650;Vente;16677
16678;2020-03-31;118000;Vente;16678
16679;2020-03-31;112000;Vente;16679
16680;2020-03-31;333000;Vente;16680
16681;2020-03-31;140065;Vente;16681
16682;2020-03-31;269000;Vente;16682
16683;2020-03-31;74000;Vente;16683
16684;2020-03-31;154000;Vente;16684
16685;2020-03-31;134000;Vente;16685
16686;2020-03-31;155120;Vente;16686
16687;2020-03-31;47000;Vente;16687
16688;2020-03-31;97000;Vente;16688
16689;2020-03-31;65400;Vente;16689
16690;2020-03-31;89900;Vente;16690
16691;2020-03-31;59000;Vente;16691
16692;2020-03-31;75000;Vente;16692
16693;2020-03-31;58000;Vente;16693
16694;2020-03-31;106650;Vente;16694
16695;2020-03-31;109000;Vente;16695
16696;2020-03-31;585000;Vente;16696
16697;2020-03-31;1000000;Vente;16697
16698;2020-03-31;345850;Vente;16698
16699;2020-03-31;185000;Vente;16699
16700;2020-03-31;390000;Vente;16700
16701;2020-03-31;135250;Vente;16701
16702;2020-03-31;83500;Vente;16702
16703;2020-03-31;120000;Vente;16703
16704;2020-03-31;71470;Vente;16704
16705;2020-03-31;47858;Vente;16705
16706;2020-03-31;151087;Vente;16706
16707;2020-03-31;686000;Vente;16707
16708;2020-03-31;580050;Vente;16708
16709;2020-03-31;241830;Vente;16709
16710;2020-03-31;444800;Vente;16710
16711;2020-03-31;393000;Vente;16711
16712;2020-03-31;2933000;Vente;16712
16713;2020-03-31;318900;Vente;16713
16714;2020-03-31;424680;Vente;16714
16715;2020-03-31;231000;Vente;16715
16716;2020-03-31;413333;Vente;16716
16717;2020-03-31;103333;Vente;16717
16718;2020-03-31;266000;Vente;16718
16719;2020-03-31;280000;Vente;16719
16720;2020-03-31;327500;Vente;16720
16721;2020-03-31;795000;Vente;16721
16722;2020-03-31;483450;Vente;16722
16723;2020-03-31;246500;Vente;16723
16724;2020-03-31;204000;Vente;16724
16725;2020-03-31;604000;Vente;16725
16726;2020-03-31;1820000;Vente;16726
16727;2020-03-31;525000;Vente;16727
16728;2020-03-31;405000;Vente;16728
16729;2020-03-31;715500;Vente;16729
16730;2020-03-31;98000;Vente;16730
16731;2020-03-31;65000;Vente;16731
16732;2020-03-31;273000;Vente;16732
16733;2020-03-31;260000;Vente;16733
16734;2020-03-31;360000;Vente;16734
16735;2020-03-31;261000;Vente;16735
16736;2020-03-31;156700;Vente;16736
16737;2020-03-31;189000;Vente;16737
16738;2020-03-31;88000;Vente;16738
16739;2020-03-31;589760;Vente;16739
16740;2020-03-31;140000;Vente;16740
16741;2020-03-31;167000;Vente;16741
16742;2020-03-31;559000;Vente;16742
16743;2020-03-31;160000;Vente;16743
16744;2020-03-31;34500;Vente;16744
16745;2020-03-31;222500;Vente;16745
16746;2020-03-31;90000;Vente;16746
16747;2020-03-31;152000;Vente;16747
16748;2020-03-31;266000;Vente;16748
16749;2020-03-31;208000;Vente;16749
16750;2020-03-31;511500;Vente;16750
16751;2020-03-31;406000;Vente;16751
16752;2020-03-31;190700;Vente;16752
16753;2020-03-31;245400;Vente;16753
16754;2020-03-31;860100;Vente;16754
16755;2020-03-31;273000;Vente;16755
16756;2020-03-31;325600;Vente;16756
16757;2020-03-31;218760;Vente;16757
16758;2020-03-31;479400;Vente;16758
16759;2020-03-31;214500;Vente;16759
16760;2020-03-31;240000;Vente;16760
16761;2020-03-31;173000;Vente;16761
16762;2020-03-31;200000;Vente;16762
16763;2020-03-31;109000;Vente;16763
16764;2020-03-31;433000;Vente;16764
16765;2020-03-31;385000;Vente;16765
16766;2020-03-31;147000;Vente;16766
16767;2020-03-31;220970;Vente;16767
16768;2020-03-31;210000;Vente;16768
16769;2020-03-31;130000;Vente;16769
16770;2020-03-31;220000;Vente;16770
16771;2020-03-31;204750;Vente;16771
16772;2020-03-31;232000;Vente;16772
16773;2020-03-31;110500;Vente;16773
16774;2020-03-31;176000;Vente;16774
16775;2020-03-31;165000;Vente;16775
16776;2020-03-31;138032;Vente;16776
16777;2020-04-01;45000;Vente;16777
16778;2020-04-01;275000;Vente;16778
16779;2020-04-01;54000;Vente;16779
16780;2020-04-01;177269;Vente;16780
16781;2020-04-01;32000;Vente;16781
16782;2020-04-01;150000;Vente;16782
16783;2020-04-01;309580;Vente;16783
16784;2020-04-01;163000;Vente;16784
16785;2020-04-01;140000;Vente;16785
16786;2020-04-01;91000;Vente;16786
16787;2020-04-01;125000;Vente;16787
16788;2020-04-01;151000;Vente;16788
16789;2020-04-01;166000;Vente;16789
16790;2020-04-01;43660;Vente;16790
16791;2020-04-01;443000;Vente;16791
16792;2020-04-01;161000;Vente;16792
16793;2020-04-01;161500;Vente;16793
16794;2020-04-01;74000;Vente;16794
16795;2020-04-01;96280;Vente;16795
16796;2020-04-01;105000;Vente;16796
16797;2020-04-01;43550;Vente;16797
16798;2020-04-01;79000;Vente;16798
16799;2020-04-01;62400;Vente;16799
16800;2020-04-01;64400;Vente;16800
16801;2020-04-01;315950;Vente;16801
16802;2020-04-01;56100;Vente;16802
16803;2020-04-01;535160;Vente;16803
16804;2020-04-01;282000;Vente;16804
16805;2020-04-01;670000;Vente;16805
16806;2020-04-01;1507498;Vente;16806
16807;2020-04-01;3480000;Vente;16807
16808;2020-04-01;409000;Vente;16808
16809;2020-04-01;59000;Vente;16809
16810;2020-04-01;704000;Vente;16810
16811;2020-04-01;405500;Vente;16811
16812;2020-04-01;133000;Vente;16812
16813;2020-04-01;107000;Vente;16813
16814;2020-04-01;265000;Vente;16814
16815;2020-04-01;20000;Vente;16815
16816;2020-04-01;185500;Vente;16816
16817;2020-04-01;209170;Vente;16817
16818;2020-04-01;117000;Vente;16818
16819;2020-04-01;69000;Vente;16819
16820;2020-04-01;142000;Vente;16820
16821;2020-04-01;440000;Vente;16821
16822;2020-04-01;112200;Vente;16822
16823;2020-04-01;171000;Vente;16823
16824;2020-04-01;129000;Vente;16824
16825;2020-04-01;159900;Vente;16825
16826;2020-04-01;150000;Vente;16826
16827;2020-04-01;128500;Vente;16827
16828;2020-04-01;90000;Vente;16828
16829;2020-04-01;65000;Vente;16829
16830;2020-04-01;434434;Vente;16830
16831;2020-04-01;226000;Vente;16831
16832;2020-04-02;64000;Vente;16832
16833;2020-04-02;315000;Vente;16833
16834;2020-04-02;335000;Vente;16834
16835;2020-04-02;216200;Vente;16835
16836;2020-04-02;244370;Vente;16836
16837;2020-04-02;287000;Vente;16837
16838;2020-04-02;245000;Vente;16838
16839;2020-04-02;52000;Vente;16839
16840;2020-04-02;200000;Vente;16840
16841;2020-04-02;49500;Vente;16841
16842;2020-04-02;82000;Vente;16842
16843;2020-04-02;249480;Vente;16843
16844;2020-04-02;218750;Vente;16844
16845;2020-04-02;130000;Vente;16845
16846;2020-04-02;218000;Vente;16846
16847;2020-04-02;123000;Vente;16847
16848;2020-04-02;59000;Vente;16848
16849;2020-04-02;402000;Vente;16849
16850;2020-04-02;198000;Vente;16850
16851;2020-04-02;368000;Vente;16851
16852;2020-04-02;80000;Vente;16852
16853;2020-04-02;40450;Vente;16853
16854;2020-04-02;210000;Vente;16854
16855;2020-04-02;50500;Vente;16855
16856;2020-04-02;125000;Vente;16856
16857;2020-04-02;150000;Vente;16857
16858;2020-04-02;40000;Vente;16858
16859;2020-04-02;268000;Vente;16859
16860;2020-04-02;76250;Vente;16860
16861;2020-04-02;94000;Vente;16861
16862;2020-04-02;56755;Vente;16862
16863;2020-04-02;296125;Vente;16863
16864;2020-04-02;638150;Vente;16864
16865;2020-04-02;518100;Vente;16865
16866;2020-04-02;61940;Vente;16866
16867;2020-04-02;470000;Vente;16867
16868;2020-04-02;410000;Vente;16868
16869;2020-04-02;115000;Vente;16869
16870;2020-04-02;413000;Vente;16870
16871;2020-04-02;97300;Vente;16871
16872;2020-04-02;85000;Vente;16872
16873;2020-04-02;164500;Vente;16873
16874;2020-04-02;94525;Vente;16874
16875;2020-04-02;536000;Vente;16875
16876;2020-04-02;361000;Vente;16876
16877;2020-04-02;206500;Vente;16877
16878;2020-04-02;104000;Vente;16878
16879;2020-04-02;160000;Vente;16879
16880;2020-04-02;500000;Vente;16880
16881;2020-04-02;177000;Vente;16881
16882;2020-04-02;39500;Vente;16882
16883;2020-04-02;91000;Vente;16883
16884;2020-04-02;60250;Vente;16884
16885;2020-04-02;82500;Vente;16885
16886;2020-04-02;167000;Vente;16886
16887;2020-04-02;178000;Vente;16887
16888;2020-04-02;371000;Vente;16888
16889;2020-04-02;438000;Vente;16889
16890;2020-04-02;55000;Vente;16890
16891;2020-04-02;145500;Vente;16891
16892;2020-04-03;210000;Vente;16892
16893;2020-04-03;174850;Vente;16893
16894;2020-04-03;123000;Vente;16894
16895;2020-04-03;109900;Vente;16895
16896;2020-04-03;165000;Vente;16896
16897;2020-04-03;169500;Vente;16897
16898;2020-04-03;217000;Vente;16898
16899;2020-04-03;270000;Vente;16899
16900;2020-04-03;174352;Vente;16900
16901;2020-04-03;158000;Vente;16901
16902;2020-04-03;74000;Vente;16902
16903;2020-04-03;95000;Vente;16903
16904;2020-04-03;284682;Vente;16904
16905;2020-04-03;133350;Vente;16905
16906;2020-04-03;167000;Vente;16906
16907;2020-04-03;149000;Vente;16907
16908;2020-04-03;225163;Vente;16908
16909;2020-04-03;119000;Vente;16909
16910;2020-04-03;213500;Vente;16910
